"UF";"Estado";"Indicador";"Ano";"Quadrimestre";"Equipe";"Numerador";"Denominador_Informado";"Denominador_Estimado";"Indicador_calculado";"Tempo";"REGIAO"
"TO";"TOCANTINS";6;2020;"Q2";"todas";"25646";"81817";"294161";"0.09";"2020Q2";"Norte"
"AC";"ACRE";6;2020;"Q3";"todas";"2087";"28338";"114397";"0.02";"2020Q3";"Norte"
"AL";"ALAGOAS";6;2020;"Q3";"todas";"35908";"235991";"502047";"0.07";"2020Q3";"Nordeste"
"AM";"AMAZONAS";6;2020;"Q3";"todas";"36202";"132698";"353762";"0.1";"2020Q3";"Norte"
"AP";"AMAPÁ";6;2020;"Q3";"todas";"1237";"15783";"71341";"0.02";"2020Q3";"Norte"
"BA";"BAHIA";6;2020;"Q3";"todas";"100833";"639639";"2407773";"0.04";"2020Q3";"Nordeste"
"CE";"CEARÁ";6;2020;"Q3";"todas";"85164";"650557";"1513072";"0.06";"2020Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2020;"Q3";"todas";"22042";"83992";"381392";"0.06";"2020Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2020;"Q3";"todas";"18581";"200282";"678796";"0.03";"2020Q3";"Sudeste"
"GO";"GOIÁS";6;2020;"Q3";"todas";"47532";"220470";"1154459";"0.04";"2020Q3";"Centro-Oeste"
"MA";"MARANHÃO";6;2020;"Q3";"todas";"22217";"278665";"841396";"0.03";"2020Q3";"Nordeste"
"MG";"MINAS GERAIS";6;2020;"Q3";"todas";"194246";"1173295";"4476089";"0.04";"2020Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2020;"Q3";"todas";"33286";"125573";"489971";"0.07";"2020Q3";"Centro-Oeste"
"MT";"MATO GROSSO";6;2020;"Q3";"todas";"33274";"127326";"512764";"0.06";"2020Q3";"Centro-Oeste"
"PA";"PARÁ";6;2020;"Q3";"todas";"22286";"204585";"670556";"0.03";"2020Q3";"Norte"
"PB";"PARAÍBA";6;2020;"Q3";"todas";"38854";"263950";"864430";"0.04";"2020Q3";"Nordeste"
"PE";"PERNAMBUCO";6;2020;"Q3";"todas";"50849";"445750";"1680583";"0.03";"2020Q3";"Nordeste"
"PI";"PIAUÍ";6;2020;"Q3";"todas";"45265";"236708";"627127";"0.07";"2020Q3";"Nordeste"
"PR";"PARANÁ";6;2020;"Q3";"todas";"92730";"436066";"1865697";"0.05";"2020Q3";"Sul"
"RJ";"RIO DE JANEIRO";6;2020;"Q3";"todas";"68240";"632726";"2852863";"0.02";"2020Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2020;"Q3";"todas";"20623";"169197";"644260";"0.03";"2020Q3";"Nordeste"
"RO";"RONDÔNIA";6;2020;"Q3";"todas";"15482";"58098";"234661";"0.07";"2020Q3";"Norte"
"RR";"RORAIMA";6;2020;"Q3";"todas";"3722";"15210";"60835";"0.06";"2020Q3";"Norte"
"RS";"RIO GRANDE DO SUL";6;2020;"Q3";"todas";"114425";"440460";"2102430";"0.05";"2020Q3";"Sul"
"SC";"SANTA CATARINA";6;2020;"Q3";"todas";"80731";"334951";"1425121";"0.06";"2020Q3";"Sul"
"SE";"SERGIPE";6;2020;"Q3";"todas";"5822";"124444";"436059";"0.01";"2020Q3";"Nordeste"
"SP";"SÃO PAULO";6;2020;"Q3";"todas";"234640";"1727456";"5687237";"0.04";"2020Q3";"Sudeste"
"TO";"TOCANTINS";6;2020;"Q3";"todas";"25175";"77307";"294949";"0.09";"2020Q3";"Norte"
"AC";"ACRE";7;2018;"Q1";"todas";"430";"6083";"22987";"0.02";"2018Q1";"Norte"
"AL";"ALAGOAS";7;2018;"Q1";"todas";"7702";"74833";"176482";"0.04";"2018Q1";"Nordeste"
"AM";"AMAZONAS";7;2018;"Q1";"todas";"4297";"38251";"107289";"0.04";"2018Q1";"Norte"
"AP";"AMAPÁ";7;2018;"Q1";"todas";"307";"2901";"29126";"0.01";"2018Q1";"Norte"
"BA";"BAHIA";7;2018;"Q1";"todas";"15825";"176888";"598767";"0.03";"2018Q1";"Nordeste"
"CE";"CEARÁ";7;2018;"Q1";"todas";"34169";"198883";"390500";"0.09";"2018Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2018;"Q1";"todas";"557";"7465";"78184";"0.01";"2018Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2018;"Q1";"todas";"3238";"41978";"165455";"0.02";"2018Q1";"Sudeste"
"GO";"GOIÁS";7;2018;"Q1";"todas";"4150";"63314";"310799";"0.01";"2018Q1";"Centro-Oeste"
"MA";"MARANHÃO";7;2018;"Q1";"todas";"4211";"88968";"327000";"0.01";"2018Q1";"Nordeste"
"MG";"MINAS GERAIS";7;2018;"Q1";"todas";"48582";"318960";"1144943";"0.04";"2018Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2018;"Q1";"todas";"2334";"32571";"180052";"0.01";"2018Q1";"Centro-Oeste"
"MT";"MATO GROSSO";7;2018;"Q1";"todas";"3683";"34438";"152344";"0.02";"2018Q1";"Centro-Oeste"
"PA";"PARÁ";7;2018;"Q1";"todas";"3420";"56416";"223629";"0.02";"2018Q1";"Norte"
"PB";"PARAÍBA";7;2018;"Q1";"todas";"5674";"88638";"177175";"0.03";"2018Q1";"Nordeste"
"PE";"PERNAMBUCO";7;2018;"Q1";"todas";"12337";"139804";"504002";"0.02";"2018Q1";"Nordeste"
"PI";"PIAUÍ";7;2018;"Q1";"todas";"6641";"70066";"161720";"0.04";"2018Q1";"Nordeste"
"PR";"PARANÁ";7;2018;"Q1";"todas";"39526";"123481";"506429";"0.08";"2018Q1";"Sul"
"RJ";"RIO DE JANEIRO";7;2018;"Q1";"todas";"18948";"110108";"749023";"0.03";"2018Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2018;"Q1";"todas";"5070";"61144";"170300";"0.03";"2018Q1";"Nordeste"
"RO";"RONDÔNIA";7;2018;"Q1";"todas";"1660";"19995";"66783";"0.02";"2018Q1";"Norte"
"RR";"RORAIMA";7;2018;"Q1";"todas";"386";"5332";"16052";"0.02";"2018Q1";"Norte"
"RS";"RIO GRANDE DO SUL";7;2018;"Q1";"todas";"19495";"129114";"537667";"0.04";"2018Q1";"Sul"
"SC";"SANTA CATARINA";7;2018;"Q1";"todas";"23713";"131362";"334780";"0.07";"2018Q1";"Sul"
"SE";"SERGIPE";7;2018;"Q1";"todas";"2925";"25373";"123000";"0.02";"2018Q1";"Nordeste"
"SP";"SÃO PAULO";7;2018;"Q1";"todas";"89820";"544344";"1749172";"0.05";"2018Q1";"Sudeste"
"TO";"TOCANTINS";7;2018;"Q1";"todas";"2197";"22112";"78777";"0.03";"2018Q1";"Norte"
"AC";"ACRE";7;2018;"Q2";"todas";"400";"6603";"22932";"0.02";"2018Q2";"Norte"
"AL";"ALAGOAS";7;2018;"Q2";"todas";"8024";"78927";"177421";"0.05";"2018Q2";"Nordeste"
"AM";"AMAZONAS";7;2018;"Q2";"todas";"4827";"43575";"109412";"0.04";"2018Q2";"Norte"
"AP";"AMAPÁ";7;2018;"Q2";"todas";"430";"3624";"30126";"0.01";"2018Q2";"Norte"
"BA";"BAHIA";7;2018;"Q2";"todas";"17562";"190160";"601893";"0.03";"2018Q2";"Nordeste"
"CE";"CEARÁ";7;2018;"Q2";"todas";"28558";"213532";"392008";"0.07";"2018Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2018;"Q2";"todas";"1544";"17469";"95584";"0.02";"2018Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2018;"Q2";"todas";"4109";"48274";"165605";"0.02";"2018Q2";"Sudeste"
"GO";"GOIÁS";7;2018;"Q2";"todas";"4356";"62459";"315272";"0.01";"2018Q2";"Centro-Oeste"
"MA";"MARANHÃO";7;2018;"Q2";"todas";"4292";"90781";"326802";"0.01";"2018Q2";"Nordeste"
"MG";"MINAS GERAIS";7;2018;"Q2";"todas";"53575";"350171";"1154569";"0.05";"2018Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2018;"Q2";"todas";"2649";"34343";"181299";"0.01";"2018Q2";"Centro-Oeste"
"MT";"MATO GROSSO";7;2018;"Q2";"todas";"4000";"38149";"152096";"0.03";"2018Q2";"Centro-Oeste"
"PA";"PARÁ";7;2018;"Q2";"todas";"3710";"60644";"225765";"0.02";"2018Q2";"Norte"
"PB";"PARAÍBA";7;2018;"Q2";"todas";"5914";"90423";"178067";"0.03";"2018Q2";"Nordeste"
"PE";"PERNAMBUCO";7;2018;"Q2";"todas";"13821";"150843";"505745";"0.03";"2018Q2";"Nordeste"
"PI";"PIAUÍ";7;2018;"Q2";"todas";"7330";"74126";"161930";"0.05";"2018Q2";"Nordeste"
"PR";"PARANÁ";7;2018;"Q2";"todas";"50425";"135513";"510378";"0.1";"2018Q2";"Sul"
"RJ";"RIO DE JANEIRO";7;2018;"Q2";"todas";"21636";"114446";"756789";"0.03";"2018Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2018;"Q2";"todas";"5851";"64909";"171172";"0.03";"2018Q2";"Nordeste"
"RO";"RONDÔNIA";7;2018;"Q2";"todas";"1757";"20615";"67883";"0.03";"2018Q2";"Norte"
"RR";"RORAIMA";7;2018;"Q2";"todas";"420";"5552";"15468";"0.03";"2018Q2";"Norte"
"RS";"RIO GRANDE DO SUL";7;2018;"Q2";"todas";"21159";"136159";"540998";"0.04";"2018Q2";"Sul"
"SC";"SANTA CATARINA";7;2018;"Q2";"todas";"25923";"135743";"339391";"0.08";"2018Q2";"Sul"
"SE";"SERGIPE";7;2018;"Q2";"todas";"2969";"26596";"123871";"0.02";"2018Q2";"Nordeste"
"SP";"SÃO PAULO";7;2018;"Q2";"todas";"95706";"592023";"1786032";"0.05";"2018Q2";"Sudeste"
"TO";"TOCANTINS";7;2018;"Q2";"todas";"2689";"23102";"79360";"0.03";"2018Q2";"Norte"
"AC";"ACRE";7;2018;"Q3";"todas";"429";"6786";"22849";"0.02";"2018Q3";"Norte"
"AL";"ALAGOAS";7;2018;"Q3";"todas";"8404";"81666";"177792";"0.05";"2018Q3";"Nordeste"
"AM";"AMAZONAS";7;2018;"Q3";"todas";"5267";"46191";"110447";"0.05";"2018Q3";"Norte"
"AP";"AMAPÁ";7;2018;"Q3";"todas";"438";"3879";"29526";"0.01";"2018Q3";"Norte"
"BA";"BAHIA";7;2018;"Q3";"todas";"19229";"198581";"605161";"0.03";"2018Q3";"Nordeste"
"CE";"CEARÁ";7;2018;"Q3";"todas";"20057";"216807";"392698";"0.05";"2018Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2018;"Q3";"todas";"2620";"29373";"122728";"0.02";"2018Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2018;"Q3";"todas";"4724";"50522";"166970";"0.03";"2018Q3";"Sudeste"
"GO";"GOIÁS";7;2018;"Q3";"todas";"4930";"63989";"316874";"0.02";"2018Q3";"Centro-Oeste"
"MA";"MARANHÃO";7;2018;"Q3";"todas";"4695";"93564";"327311";"0.01";"2018Q3";"Nordeste"
"MG";"MINAS GERAIS";7;2018;"Q3";"todas";"56449";"364903";"1167380";"0.05";"2018Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2018;"Q3";"todas";"3086";"37398";"184264";"0.02";"2018Q3";"Centro-Oeste"
"MT";"MATO GROSSO";7;2018;"Q3";"todas";"4349";"40395";"152345";"0.03";"2018Q3";"Centro-Oeste"
"PA";"PARÁ";7;2018;"Q3";"todas";"4049";"62606";"228550";"0.02";"2018Q3";"Norte"
"PB";"PARAÍBA";7;2018;"Q3";"todas";"6446";"90001";"178503";"0.04";"2018Q3";"Nordeste"
"PE";"PERNAMBUCO";7;2018;"Q3";"todas";"14003";"154551";"506133";"0.03";"2018Q3";"Nordeste"
"PI";"PIAUÍ";7;2018;"Q3";"todas";"7689";"74875";"161876";"0.05";"2018Q3";"Nordeste"
"PR";"PARANÁ";7;2018;"Q3";"todas";"55180";"140562";"509435";"0.11";"2018Q3";"Sul"
"RJ";"RIO DE JANEIRO";7;2018;"Q3";"todas";"25988";"123874";"758111";"0.03";"2018Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2018;"Q3";"todas";"6173";"60080";"171523";"0.04";"2018Q3";"Nordeste"
"RO";"RONDÔNIA";7;2018;"Q3";"todas";"1956";"21670";"67861";"0.03";"2018Q3";"Norte"
"RR";"RORAIMA";7;2018;"Q3";"todas";"447";"5830";"16268";"0.03";"2018Q3";"Norte"
"RS";"RIO GRANDE DO SUL";7;2018;"Q3";"todas";"23010";"140124";"542430";"0.04";"2018Q3";"Sul"
"SC";"SANTA CATARINA";7;2018;"Q3";"todas";"27841";"133761";"341751";"0.08";"2018Q3";"Sul"
"SE";"SERGIPE";7;2018;"Q3";"todas";"4028";"30239";"125021";"0.03";"2018Q3";"Nordeste"
"SP";"SÃO PAULO";7;2018;"Q3";"todas";"101659";"635440";"1811360";"0.06";"2018Q3";"Sudeste"
"TO";"TOCANTINS";7;2018;"Q3";"todas";"3199";"23674";"79360";"0.04";"2018Q3";"Norte"
"AC";"ACRE";7;2019;"Q1";"todas";"517";"7370";"22694";"0.02";"2019Q1";"Norte"
"AL";"ALAGOAS";7;2019;"Q1";"todas";"8809";"84718";"178122";"0.05";"2019Q1";"Nordeste"
"AM";"AMAZONAS";7;2019;"Q1";"todas";"5980";"47764";"110137";"0.05";"2019Q1";"Norte"
"AP";"AMAPÁ";7;2019;"Q1";"todas";"464";"4113";"29409";"0.02";"2019Q1";"Norte"
"BA";"BAHIA";7;2019;"Q1";"todas";"22501";"209215";"611905";"0.04";"2019Q1";"Nordeste"
"CE";"CEARÁ";7;2019;"Q1";"todas";"10057";"226290";"393933";"0.03";"2019Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2019;"Q1";"todas";"4128";"38824";"124584";"0.03";"2019Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2019;"Q1";"todas";"5606";"53025";"168047";"0.03";"2019Q1";"Sudeste"
"GO";"GOIÁS";7;2019;"Q1";"todas";"5833";"64614";"321422";"0.02";"2019Q1";"Centro-Oeste"
"MA";"MARANHÃO";7;2019;"Q1";"todas";"5643";"98044";"330199";"0.02";"2019Q1";"Nordeste"
"MG";"MINAS GERAIS";7;2019;"Q1";"todas";"72039";"399306";"1171901";"0.06";"2019Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2019;"Q1";"todas";"3627";"40536";"186569";"0.02";"2019Q1";"Centro-Oeste"
"MT";"MATO GROSSO";7;2019;"Q1";"todas";"4583";"42020";"154318";"0.03";"2019Q1";"Centro-Oeste"
"PA";"PARÁ";7;2019;"Q1";"todas";"5144";"65499";"230349";"0.02";"2019Q1";"Norte"
"PB";"PARAÍBA";7;2019;"Q1";"todas";"7235";"91724";"179417";"0.04";"2019Q1";"Nordeste"
"PE";"PERNAMBUCO";7;2019;"Q1";"todas";"15546";"162618";"509287";"0.03";"2019Q1";"Nordeste"
"PI";"PIAUÍ";7;2019;"Q1";"todas";"8614";"77047";"162329";"0.05";"2019Q1";"Nordeste"
"PR";"PARANÁ";7;2019;"Q1";"todas";"58453";"141687";"508965";"0.11";"2019Q1";"Sul"
"RJ";"RIO DE JANEIRO";7;2019;"Q1";"todas";"35893";"136838";"761043";"0.05";"2019Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2019;"Q1";"todas";"6885";"63034";"171733";"0.04";"2019Q1";"Nordeste"
"RO";"RONDÔNIA";7;2019;"Q1";"todas";"2328";"22346";"68362";"0.03";"2019Q1";"Norte"
"RR";"RORAIMA";7;2019;"Q1";"todas";"531";"6641";"16633";"0.03";"2019Q1";"Norte"
"RS";"RIO GRANDE DO SUL";7;2019;"Q1";"todas";"24385";"138895";"544525";"0.04";"2019Q1";"Sul"
"SC";"SANTA CATARINA";7;2019;"Q1";"todas";"32556";"135625";"348052";"0.09";"2019Q1";"Sul"
"SE";"SERGIPE";7;2019;"Q1";"todas";"5659";"35415";"125722";"0.05";"2019Q1";"Nordeste"
"SP";"SÃO PAULO";7;2019;"Q1";"todas";"108644";"665299";"1839193";"0.06";"2019Q1";"Sudeste"
"TO";"TOCANTINS";7;2019;"Q1";"todas";"3555";"24363";"80084";"0.04";"2019Q1";"Norte"
"AC";"ACRE";7;2019;"Q2";"todas";"515";"7807";"22784";"0.02";"2019Q2";"Norte"
"AL";"ALAGOAS";7;2019;"Q2";"todas";"8684";"87973";"177034";"0.05";"2019Q2";"Nordeste"
"AM";"AMAZONAS";7;2019;"Q2";"todas";"6681";"50849";"111412";"0.06";"2019Q2";"Norte"
"AP";"AMAPÁ";7;2019;"Q2";"todas";"416";"4375";"28809";"0.01";"2019Q2";"Norte"
"BA";"BAHIA";7;2019;"Q2";"todas";"24361";"224179";"615949";"0.04";"2019Q2";"Nordeste"
"CE";"CEARÁ";7;2019;"Q2";"todas";"10485";"240381";"395611";"0.03";"2019Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2019;"Q2";"todas";"4607";"43017";"124120";"0.04";"2019Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2019;"Q2";"todas";"6089";"55255";"168382";"0.04";"2019Q2";"Sudeste"
"GO";"GOIÁS";7;2019;"Q2";"todas";"6187";"68974";"325467";"0.02";"2019Q2";"Centro-Oeste"
"MA";"MARANHÃO";7;2019;"Q2";"todas";"6116";"104105";"329240";"0.02";"2019Q2";"Nordeste"
"MG";"MINAS GERAIS";7;2019;"Q2";"todas";"81676";"423004";"1175796";"0.07";"2019Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2019;"Q2";"todas";"3806";"43129";"185438";"0.02";"2019Q2";"Centro-Oeste"
"MT";"MATO GROSSO";7;2019;"Q2";"todas";"4405";"44292";"154331";"0.03";"2019Q2";"Centro-Oeste"
"PA";"PARÁ";7;2019;"Q2";"todas";"6150";"71599";"231307";"0.03";"2019Q2";"Norte"
"PB";"PARAÍBA";7;2019;"Q2";"todas";"7411";"94865";"179462";"0.04";"2019Q2";"Nordeste"
"PE";"PERNAMBUCO";7;2019;"Q2";"todas";"15540";"170438";"510604";"0.03";"2019Q2";"Nordeste"
"PI";"PIAUÍ";7;2019;"Q2";"todas";"9233";"80850";"162351";"0.06";"2019Q2";"Nordeste"
"PR";"PARANÁ";7;2019;"Q2";"todas";"59898";"144819";"512143";"0.12";"2019Q2";"Sul"
"RJ";"RIO DE JANEIRO";7;2019;"Q2";"todas";"47999";"160265";"764080";"0.06";"2019Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2019;"Q2";"todas";"7250";"66395";"171734";"0.04";"2019Q2";"Nordeste"
"RO";"RONDÔNIA";7;2019;"Q2";"todas";"2520";"23183";"67854";"0.04";"2019Q2";"Norte"
"RR";"RORAIMA";7;2019;"Q2";"todas";"626";"7231";"16553";"0.04";"2019Q2";"Norte"
"RS";"RIO GRANDE DO SUL";7;2019;"Q2";"todas";"25123";"141409";"545384";"0.05";"2019Q2";"Sul"
"SC";"SANTA CATARINA";7;2019;"Q2";"todas";"38146";"138910";"351197";"0.11";"2019Q2";"Sul"
"SE";"SERGIPE";7;2019;"Q2";"todas";"6726";"40865";"125727";"0.05";"2019Q2";"Nordeste"
"SP";"SÃO PAULO";7;2019;"Q2";"todas";"106700";"692628";"1848796";"0.06";"2019Q2";"Sudeste"
"TO";"TOCANTINS";7;2019;"Q2";"todas";"3644";"25278";"80132";"0.05";"2019Q2";"Norte"
"AC";"ACRE";7;2019;"Q3";"todas";"516";"7882";"22762";"0.02";"2019Q3";"Norte"
"AL";"ALAGOAS";7;2019;"Q3";"todas";"9434";"91918";"178334";"0.05";"2019Q3";"Nordeste"
"AM";"AMAZONAS";7;2019;"Q3";"todas";"7917";"52542";"106997";"0.07";"2019Q3";"Norte"
"AP";"AMAPÁ";7;2019;"Q3";"todas";"413";"4872";"30309";"0.01";"2019Q3";"Norte"
"BA";"BAHIA";7;2019;"Q3";"todas";"27603";"234516";"612235";"0.05";"2019Q3";"Nordeste"
"CE";"CEARÁ";7;2019;"Q3";"todas";"11901";"257071";"398207";"0.03";"2019Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2019;"Q3";"todas";"5205";"43740";"118552";"0.04";"2019Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2019;"Q3";"todas";"6984";"58141";"175544";"0.04";"2019Q3";"Sudeste"
"GO";"GOIÁS";7;2019;"Q3";"todas";"6879";"72405";"330672";"0.02";"2019Q3";"Centro-Oeste"
"MA";"MARANHÃO";7;2019;"Q3";"todas";"6699";"107490";"336722";"0.02";"2019Q3";"Nordeste"
"MG";"MINAS GERAIS";7;2019;"Q3";"todas";"95241";"442655";"1180941";"0.08";"2019Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2019;"Q3";"todas";"4153";"44128";"190159";"0.02";"2019Q3";"Centro-Oeste"
"MT";"MATO GROSSO";7;2019;"Q3";"todas";"4926";"46552";"156711";"0.03";"2019Q3";"Centro-Oeste"
"PA";"PARÁ";7;2019;"Q3";"todas";"7291";"75517";"229888";"0.03";"2019Q3";"Norte"
"PB";"PARAÍBA";7;2019;"Q3";"todas";"8244";"99130";"180465";"0.05";"2019Q3";"Nordeste"
"PE";"PERNAMBUCO";7;2019;"Q3";"todas";"18218";"180208";"513792";"0.04";"2019Q3";"Nordeste"
"PI";"PIAUÍ";7;2019;"Q3";"todas";"11369";"84811";"162469";"0.07";"2019Q3";"Nordeste"
"PR";"PARANÁ";7;2019;"Q3";"todas";"64092";"147871";"503502";"0.13";"2019Q3";"Sul"
"RJ";"RIO DE JANEIRO";7;2019;"Q3";"todas";"57882";"177662";"762650";"0.08";"2019Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2019;"Q3";"todas";"7943";"68667";"168123";"0.05";"2019Q3";"Nordeste"
"RO";"RONDÔNIA";7;2019;"Q3";"todas";"2979";"23750";"66859";"0.04";"2019Q3";"Norte"
"RR";"RORAIMA";7;2019;"Q3";"todas";"788";"7581";"16870";"0.05";"2019Q3";"Norte"
"RS";"RIO GRANDE DO SUL";7;2019;"Q3";"todas";"28799";"141105";"563225";"0.05";"2019Q3";"Sul"
"SC";"SANTA CATARINA";7;2019;"Q3";"todas";"46539";"140679";"355253";"0.13";"2019Q3";"Sul"
"SE";"SERGIPE";7;2019;"Q3";"todas";"8171";"45021";"127162";"0.06";"2019Q3";"Nordeste"
"SP";"SÃO PAULO";7;2019;"Q3";"todas";"113049";"707805";"1851393";"0.06";"2019Q3";"Sudeste"
"TO";"TOCANTINS";7;2019;"Q3";"todas";"4062";"26237";"81088";"0.05";"2019Q3";"Norte"
"AC";"ACRE";7;2020;"Q1";"todas";"578";"8077";"22745";"0.03";"2020Q1";"Norte"
"AL";"ALAGOAS";7;2020;"Q1";"todas";"11914";"94048";"178527";"0.07";"2020Q1";"Nordeste"
"AM";"AMAZONAS";7;2020;"Q1";"todas";"9738";"54072";"112932";"0.09";"2020Q1";"Norte"
"AP";"AMAPÁ";7;2020;"Q1";"todas";"673";"5176";"31920";"0.02";"2020Q1";"Norte"
"BA";"BAHIA";7;2020;"Q1";"todas";"32609";"236975";"636824";"0.05";"2020Q1";"Nordeste"
"CE";"CEARÁ";7;2020;"Q1";"todas";"19093";"272746";"399614";"0.05";"2020Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2020;"Q1";"todas";"5161";"41882";"128528";"0.04";"2020Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2020;"Q1";"todas";"7537";"59193";"195133";"0.04";"2020Q1";"Sudeste"
"GO";"GOIÁS";7;2020;"Q1";"todas";"7956";"72886";"337166";"0.02";"2020Q1";"Centro-Oeste"
"MA";"MARANHÃO";7;2020;"Q1";"todas";"9612";"108123";"339106";"0.03";"2020Q1";"Nordeste"
"MG";"MINAS GERAIS";7;2020;"Q1";"todas";"94112";"426178";"1200000";"0.08";"2020Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2020;"Q1";"todas";"4342";"43992";"196056";"0.02";"2020Q1";"Centro-Oeste"
"MT";"MATO GROSSO";7;2020;"Q1";"todas";"5796";"46596";"159382";"0.04";"2020Q1";"Centro-Oeste"
"PA";"PARÁ";7;2020;"Q1";"todas";"9162";"79783";"231747";"0.04";"2020Q1";"Norte"
"PB";"PARAÍBA";7;2020;"Q1";"todas";"11704";"100768";"180449";"0.06";"2020Q1";"Nordeste"
"PE";"PERNAMBUCO";7;2020;"Q1";"todas";"20956";"180073";"521351";"0.04";"2020Q1";"Nordeste"
"PI";"PIAUÍ";7;2020;"Q1";"todas";"16143";"85817";"162469";"0.1";"2020Q1";"Nordeste"
"PR";"PARANÁ";7;2020;"Q1";"todas";"69890";"159829";"531140";"0.13";"2020Q1";"Sul"
"RJ";"RIO DE JANEIRO";7;2020;"Q1";"todas";"57958";"184827";"786238";"0.07";"2020Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2020;"Q1";"todas";"9241";"69642";"174116";"0.05";"2020Q1";"Nordeste"
"RO";"RONDÔNIA";7;2020;"Q1";"todas";"3248";"22852";"68943";"0.05";"2020Q1";"Norte"
"RR";"RORAIMA";7;2020;"Q1";"todas";"765";"7124";"17228";"0.04";"2020Q1";"Norte"
"RS";"RIO GRANDE DO SUL";7;2020;"Q1";"todas";"31506";"143941";"594803";"0.05";"2020Q1";"Sul"
"SC";"SANTA CATARINA";7;2020;"Q1";"todas";"47610";"138997";"362729";"0.13";"2020Q1";"Sul"
"SE";"SERGIPE";7;2020;"Q1";"todas";"8906";"47158";"127893";"0.07";"2020Q1";"Nordeste"
"SP";"SÃO PAULO";7;2020;"Q1";"todas";"111706";"701298";"2006072";"0.06";"2020Q1";"Sudeste"
"TO";"TOCANTINS";7;2020;"Q1";"todas";"4819";"26007";"81303";"0.06";"2020Q1";"Norte"
"AC";"ACRE";7;2020;"Q2";"todas";"750";"7954";"21930";"0.03";"2020Q2";"Norte"
"AL";"ALAGOAS";7;2020;"Q2";"todas";"13720";"92363";"177426";"0.08";"2020Q2";"Nordeste"
"AM";"AMAZONAS";7;2020;"Q2";"todas";"13391";"58729";"114147";"0.12";"2020Q2";"Norte"
"AP";"AMAPÁ";7;2020;"Q2";"todas";"1067";"5591";"26820";"0.04";"2020Q2";"Norte"
"BA";"BAHIA";7;2020;"Q2";"todas";"37847";"231382";"599926";"0.06";"2020Q2";"Nordeste"
"CE";"CEARÁ";7;2020;"Q2";"todas";"48445";"276550";"396278";"0.12";"2020Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2020;"Q2";"todas";"6159";"45321";"112288";"0.05";"2020Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2020;"Q2";"todas";"9522";"60291";"187726";"0.05";"2020Q2";"Sudeste"
"GO";"GOIÁS";7;2020;"Q2";"todas";"11822";"81715";"334131";"0.04";"2020Q2";"Centro-Oeste"
"MA";"MARANHÃO";7;2020;"Q2";"todas";"11980";"106600";"332765";"0.04";"2020Q2";"Nordeste"
"MG";"MINAS GERAIS";7;2020;"Q2";"todas";"110538";"442793";"1191282";"0.09";"2020Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2020;"Q2";"todas";"5745";"48068";"178515";"0.03";"2020Q2";"Centro-Oeste"
"MT";"MATO GROSSO";7;2020;"Q2";"todas";"7080";"46036";"152208";"0.05";"2020Q2";"Centro-Oeste"
"PA";"PARÁ";7;2020;"Q2";"todas";"12573";"84832";"193650";"0.06";"2020Q2";"Norte"
"PB";"PARAÍBA";7;2020;"Q2";"todas";"15190";"100823";"180063";"0.08";"2020Q2";"Nordeste"
