"UF";"Estado";"Indicador";"Ano";"Quadrimestre";"Equipe";"Numerador";"Denominador_Informado";"Denominador_Estimado";"Indicador_calculado";"Tempo";"REGIAO"
"RO";"RONDÔNIA";4;2020;"Q3";"todas";"49924";"357353";"278858";"0.14";"2020Q3";"Norte"
"RR";"RORAIMA";4;2020;"Q3";"todas";"14153";"108184";"67246";"0.13";"2020Q3";"Norte"
"RS";"RIO GRANDE DO SUL";4;2020;"Q3";"todas";"384715";"1937161";"2224928";"0.17";"2020Q3";"Sul"
"SC";"SANTA CATARINA";4;2020;"Q3";"todas";"346181";"1843851";"1572187";"0.19";"2020Q3";"Sul"
"SE";"SERGIPE";4;2020;"Q3";"todas";"60375";"478484";"470125";"0.13";"2020Q3";"Nordeste"
"SP";"SÃO PAULO";4;2020;"Q3";"todas";"773868";"6476908";"6197993";"0.12";"2020Q3";"Sudeste"
"TO";"TOCANTINS";4;2020;"Q3";"todas";"38498";"346195";"300438";"0.11";"2020Q3";"Norte"
"AC";"ACRE";5;2018;"Q1";"todas";"2843";"3741";"3760";"0.76";"2018Q1";"Norte"
"AL";"ALAGOAS";5;2018;"Q1";"todas";"12988";"20433";"10836";"0.64";"2018Q1";"Nordeste"
"AM";"AMAZONAS";5;2018;"Q1";"todas";"19459";"14802";"13404";"1";"2018Q1";"Norte"
"AP";"AMAPÁ";5;2018;"Q1";"todas";"2608";"1130";"3191";"0.82";"2018Q1";"Norte"
"BA";"BAHIA";5;2018;"Q1";"todas";"47918";"57103";"45943";"0.84";"2018Q1";"Nordeste"
"CE";"CEARÁ";5;2018;"Q1";"todas";"39726";"44068";"32397";"0.9";"2018Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2018;"Q1";"todas";"10978";"8288";"5933";"1";"2018Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2018;"Q1";"todas";"13118";"12055";"9878";"1";"2018Q1";"Sudeste"
"GO";"GOIÁS";5;2018;"Q1";"todas";"23386";"21105";"19082";"1";"2018Q1";"Centro-Oeste"
"MA";"MARANHÃO";5;2018;"Q1";"todas";"29461";"24829";"27708";"1";"2018Q1";"Nordeste"
"MG";"MINAS GERAIS";5;2018;"Q1";"todas";"78222";"85395";"59659";"0.92";"2018Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2018;"Q1";"todas";"9759";"15412";"10197";"0.63";"2018Q1";"Centro-Oeste"
"MT";"MATO GROSSO";5;2018;"Q1";"todas";"13094";"22029";"10898";"0.59";"2018Q1";"Centro-Oeste"
"PA";"PARÁ";5;2018;"Q1";"todas";"23694";"18761";"29261";"0.81";"2018Q1";"Norte"
"PB";"PARAÍBA";5;2018;"Q1";"todas";"14553";"25124";"14883";"0.58";"2018Q1";"Nordeste"
"PE";"PERNAMBUCO";5;2018;"Q1";"todas";"36363";"46188";"30821";"0.79";"2018Q1";"Nordeste"
"PI";"PIAUÍ";5;2018;"Q1";"todas";"12626";"21745";"13282";"0.58";"2018Q1";"Nordeste"
"PR";"PARANÁ";5;2018;"Q1";"todas";"46086";"67256";"34223";"0.69";"2018Q1";"Sul"
"RJ";"RIO DE JANEIRO";5;2018;"Q1";"todas";"61215";"27357";"42148";"1";"2018Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2018;"Q1";"todas";"10770";"16582";"10773";"0.65";"2018Q1";"Nordeste"
"RO";"RONDÔNIA";5;2018;"Q1";"todas";"7404";"10316";"6035";"0.72";"2018Q1";"Norte"
"RR";"RORAIMA";5;2018;"Q1";"todas";"2182";"2903";"2330";"0.75";"2018Q1";"Norte"
"RS";"RIO GRANDE DO SUL";5;2018;"Q1";"todas";"36764";"43863";"26256";"0.84";"2018Q1";"Sul"
"SC";"SANTA CATARINA";5;2018;"Q1";"todas";"29043";"49497";"22807";"0.59";"2018Q1";"Sul"
"SE";"SERGIPE";5;2018;"Q1";"todas";"9445";"5853";"8158";"1";"2018Q1";"Nordeste"
"SP";"SÃO PAULO";5;2018;"Q1";"todas";"154388";"89938";"84798";"1";"2018Q1";"Sudeste"
"TO";"TOCANTINS";5;2018;"Q1";"todas";"6572";"10807";"6350";"0.61";"2018Q1";"Norte"
"AC";"ACRE";5;2018;"Q2";"todas";"3734";"3890";"3751";"0.96";"2018Q2";"Norte"
"AL";"ALAGOAS";5;2018;"Q2";"todas";"13198";"21840";"10901";"0.6";"2018Q2";"Nordeste"
"AM";"AMAZONAS";5;2018;"Q2";"todas";"19540";"16003";"13682";"1";"2018Q2";"Norte"
"AP";"AMAPÁ";5;2018;"Q2";"todas";"3319";"1459";"3308";"1";"2018Q2";"Norte"
"BA";"BAHIA";5;2018;"Q2";"todas";"45652";"63378";"46174";"0.72";"2018Q2";"Nordeste"
"CE";"CEARÁ";5;2018;"Q2";"todas";"42918";"47438";"32515";"0.9";"2018Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2018;"Q2";"todas";"11904";"15354";"7254";"0.78";"2018Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2018;"Q2";"todas";"15491";"13479";"9887";"1";"2018Q2";"Sudeste"
"GO";"GOIÁS";5;2018;"Q2";"todas";"26117";"22445";"19371";"1";"2018Q2";"Centro-Oeste"
"MA";"MARANHÃO";5;2018;"Q2";"todas";"29858";"26795";"27699";"1";"2018Q2";"Nordeste"
"MG";"MINAS GERAIS";5;2018;"Q2";"todas";"81181";"93998";"60205";"0.86";"2018Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2018;"Q2";"todas";"12676";"16471";"10269";"0.77";"2018Q2";"Centro-Oeste"
"MT";"MATO GROSSO";5;2018;"Q2";"todas";"15570";"24342";"10879";"0.64";"2018Q2";"Centro-Oeste"
"PA";"PARÁ";5;2018;"Q2";"todas";"25282";"21209";"29504";"0.86";"2018Q2";"Norte"
"PB";"PARAÍBA";5;2018;"Q2";"todas";"15688";"26687";"14958";"0.59";"2018Q2";"Nordeste"
"PE";"PERNAMBUCO";5;2018;"Q2";"todas";"34727";"50205";"30926";"0.69";"2018Q2";"Nordeste"
"PI";"PIAUÍ";5;2018;"Q2";"todas";"12493";"22790";"13302";"0.55";"2018Q2";"Nordeste"
"PR";"PARANÁ";5;2018;"Q2";"todas";"44969";"71856";"34473";"0.63";"2018Q2";"Sul"
"RJ";"RIO DE JANEIRO";5;2018;"Q2";"todas";"66631";"29797";"42606";"1";"2018Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2018;"Q2";"todas";"11550";"17808";"10830";"0.65";"2018Q2";"Nordeste"
"RO";"RONDÔNIA";5;2018;"Q2";"todas";"8923";"11038";"6145";"0.81";"2018Q2";"Norte"
"RR";"RORAIMA";5;2018;"Q2";"todas";"2251";"2901";"2256";"0.78";"2018Q2";"Norte"
"RS";"RIO GRANDE DO SUL";5;2018;"Q2";"todas";"37916";"47592";"26437";"0.8";"2018Q2";"Sul"
"SC";"SANTA CATARINA";5;2018;"Q2";"todas";"27531";"51977";"23131";"0.53";"2018Q2";"Sul"
"SE";"SERGIPE";5;2018;"Q2";"todas";"9170";"5880";"8223";"1";"2018Q2";"Nordeste"
"SP";"SÃO PAULO";5;2018;"Q2";"todas";"166764";"101752";"86756";"1";"2018Q2";"Sudeste"
"TO";"TOCANTINS";5;2018;"Q2";"todas";"7037";"11254";"6407";"0.63";"2018Q2";"Norte"
"AC";"ACRE";5;2018;"Q3";"todas";"3874";"3578";"3739";"1";"2018Q3";"Norte"
"AL";"ALAGOAS";5;2018;"Q3";"todas";"14073";"21867";"10921";"0.64";"2018Q3";"Nordeste"
"AM";"AMAZONAS";5;2018;"Q3";"todas";"19544";"14717";"13790";"1";"2018Q3";"Norte"
"AP";"AMAPÁ";5;2018;"Q3";"todas";"3527";"1436";"3237";"1";"2018Q3";"Norte"
"BA";"BAHIA";5;2018;"Q3";"todas";"52393";"64864";"46426";"0.81";"2018Q3";"Nordeste"
"CE";"CEARÁ";5;2018;"Q3";"todas";"44154";"47006";"32577";"0.94";"2018Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2018;"Q3";"todas";"11763";"20110";"9314";"0.58";"2018Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2018;"Q3";"todas";"16475";"14196";"9978";"1";"2018Q3";"Sudeste"
"GO";"GOIÁS";5;2018;"Q3";"todas";"26160";"22186";"19481";"1";"2018Q3";"Centro-Oeste"
"MA";"MARANHÃO";5;2018;"Q3";"todas";"26433";"25077";"27728";"0.95";"2018Q3";"Nordeste"
"MG";"MINAS GERAIS";5;2018;"Q3";"todas";"84051";"100554";"60956";"0.84";"2018Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2018;"Q3";"todas";"13836";"16944";"10447";"0.82";"2018Q3";"Centro-Oeste"
"MT";"MATO GROSSO";5;2018;"Q3";"todas";"16265";"24278";"10900";"0.67";"2018Q3";"Centro-Oeste"
"PA";"PARÁ";5;2018;"Q3";"todas";"26833";"21411";"29850";"0.9";"2018Q3";"Norte"
"PB";"PARAÍBA";5;2018;"Q3";"todas";"17272";"26488";"15000";"0.65";"2018Q3";"Nordeste"
"PE";"PERNAMBUCO";5;2018;"Q3";"todas";"35580";"49836";"30946";"0.71";"2018Q3";"Nordeste"
"PI";"PIAUÍ";5;2018;"Q3";"todas";"11968";"21849";"13298";"0.55";"2018Q3";"Nordeste"
"PR";"PARANÁ";5;2018;"Q3";"todas";"45837";"70181";"34370";"0.65";"2018Q3";"Sul"
"RJ";"RIO DE JANEIRO";5;2018;"Q3";"todas";"47716";"33577";"42690";"1";"2018Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2018;"Q3";"todas";"12874";"18631";"10850";"0.69";"2018Q3";"Nordeste"
"RO";"RONDÔNIA";5;2018;"Q3";"todas";"8962";"11721";"6143";"0.76";"2018Q3";"Norte"
"RR";"RORAIMA";5;2018;"Q3";"todas";"2339";"2969";"2363";"0.79";"2018Q3";"Norte"
"RS";"RIO GRANDE DO SUL";5;2018;"Q3";"todas";"39807";"48856";"26520";"0.81";"2018Q3";"Sul"
"SC";"SANTA CATARINA";5;2018;"Q3";"todas";"28992";"51903";"23309";"0.56";"2018Q3";"Sul"
"SE";"SERGIPE";5;2018;"Q3";"todas";"9814";"6366";"8308";"1";"2018Q3";"Nordeste"
"SP";"SÃO PAULO";5;2018;"Q3";"todas";"176923";"102898";"88047";"1";"2018Q3";"Sudeste"
"TO";"TOCANTINS";5;2018;"Q3";"todas";"7182";"11419";"6407";"0.63";"2018Q3";"Norte"
"AC";"ACRE";5;2019;"Q1";"todas";"4468";"3902";"3710";"1";"2019Q1";"Norte"
"AL";"ALAGOAS";5;2019;"Q1";"todas";"14832";"22221";"10940";"0.67";"2019Q1";"Nordeste"
"AM";"AMAZONAS";5;2019;"Q1";"todas";"21439";"15728";"13717";"1";"2019Q1";"Norte"
"AP";"AMAPÁ";5;2019;"Q1";"todas";"4011";"1683";"3222";"1";"2019Q1";"Norte"
"BA";"BAHIA";5;2019;"Q1";"todas";"54591";"66715";"46941";"0.82";"2019Q1";"Nordeste"
"CE";"CEARÁ";5;2019;"Q1";"todas";"44962";"50613";"32683";"0.89";"2019Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2019;"Q1";"todas";"12477";"22122";"9454";"0.56";"2019Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2019;"Q1";"todas";"16317";"14333";"10041";"1";"2019Q1";"Sudeste"
"GO";"GOIÁS";5;2019;"Q1";"todas";"26990";"23934";"19799";"1";"2019Q1";"Centro-Oeste"
"MA";"MARANHÃO";5;2019;"Q1";"todas";"30286";"27721";"27991";"1";"2019Q1";"Nordeste"
"MG";"MINAS GERAIS";5;2019;"Q1";"todas";"83310";"110956";"61205";"0.75";"2019Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2019;"Q1";"todas";"14136";"18502";"10581";"0.76";"2019Q1";"Centro-Oeste"
"MT";"MATO GROSSO";5;2019;"Q1";"todas";"16248";"25805";"11058";"0.63";"2019Q1";"Centro-Oeste"
"PA";"PARÁ";5;2019;"Q1";"todas";"31998";"24867";"30056";"1";"2019Q1";"Norte"
"PB";"PARAÍBA";5;2019;"Q1";"todas";"17393";"27809";"15074";"0.63";"2019Q1";"Nordeste"
"PE";"PERNAMBUCO";5;2019;"Q1";"todas";"37360";"51531";"31151";"0.73";"2019Q1";"Nordeste"
"PI";"PIAUÍ";5;2019;"Q1";"todas";"12684";"23884";"13337";"0.53";"2019Q1";"Nordeste"
"PR";"PARANÁ";5;2019;"Q1";"todas";"49713";"70105";"34403";"0.71";"2019Q1";"Sul"
"RJ";"RIO DE JANEIRO";5;2019;"Q1";"todas";"51902";"36122";"42811";"1";"2019Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2019;"Q1";"todas";"12524";"19611";"10866";"0.64";"2019Q1";"Nordeste"
"RO";"RONDÔNIA";5;2019;"Q1";"todas";"8689";"12575";"6200";"0.69";"2019Q1";"Norte"
"RR";"RORAIMA";5;2019;"Q1";"todas";"2925";"4196";"2411";"0.7";"2019Q1";"Norte"
"RS";"RIO GRANDE DO SUL";5;2019;"Q1";"todas";"43531";"48718";"26629";"0.89";"2019Q1";"Sul"
"SC";"SANTA CATARINA";5;2019;"Q1";"todas";"31905";"53155";"23721";"0.6";"2019Q1";"Sul"
"SE";"SERGIPE";5;2019;"Q1";"todas";"10275";"7797";"8360";"1";"2019Q1";"Nordeste"
"SP";"SÃO PAULO";5;2019;"Q1";"todas";"172449";"102887";"89506";"1";"2019Q1";"Sudeste"
"TO";"TOCANTINS";5;2019;"Q1";"todas";"7772";"12290";"6474";"0.63";"2019Q1";"Norte"
"AC";"ACRE";5;2019;"Q2";"todas";"4064";"4286";"3723";"0.95";"2019Q2";"Norte"
"AL";"ALAGOAS";5;2019;"Q2";"todas";"13510";"22864";"10873";"0.59";"2019Q2";"Nordeste"
"AM";"AMAZONAS";5;2019;"Q2";"todas";"21733";"18100";"13880";"1";"2019Q2";"Norte"
"AP";"AMAPÁ";5;2019;"Q2";"todas";"3174";"1796";"3152";"1";"2019Q2";"Norte"
"BA";"BAHIA";5;2019;"Q2";"todas";"45583";"72484";"47256";"0.63";"2019Q2";"Nordeste"
"CE";"CEARÁ";5;2019;"Q2";"todas";"39861";"55794";"32828";"0.71";"2019Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2019;"Q2";"todas";"11484";"21800";"9419";"0.53";"2019Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2019;"Q2";"todas";"12199";"15464";"10057";"0.79";"2019Q2";"Sudeste"
"GO";"GOIÁS";5;2019;"Q2";"todas";"22648";"26654";"20061";"0.85";"2019Q2";"Centro-Oeste"
"MA";"MARANHÃO";5;2019;"Q2";"todas";"23220";"30753";"27902";"0.76";"2019Q2";"Nordeste"
"MG";"MINAS GERAIS";5;2019;"Q2";"todas";"70841";"120548";"61432";"0.59";"2019Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2019;"Q2";"todas";"13674";"19725";"10489";"0.69";"2019Q2";"Centro-Oeste"
"MT";"MATO GROSSO";5;2019;"Q2";"todas";"15108";"27725";"11059";"0.54";"2019Q2";"Centro-Oeste"
"PA";"PARÁ";5;2019;"Q2";"todas";"29314";"28023";"30202";"0.97";"2019Q2";"Norte"
"PB";"PARAÍBA";5;2019;"Q2";"todas";"15488";"28758";"15078";"0.54";"2019Q2";"Nordeste"
"PE";"PERNAMBUCO";5;2019;"Q2";"todas";"32166";"55023";"31223";"0.58";"2019Q2";"Nordeste"
"PI";"PIAUÍ";5;2019;"Q2";"todas";"12006";"25035";"13338";"0.48";"2019Q2";"Nordeste"
"PR";"PARANÁ";5;2019;"Q2";"todas";"46758";"75089";"34686";"0.62";"2019Q2";"Sul"
"RJ";"RIO DE JANEIRO";5;2019;"Q2";"todas";"37459";"44427";"42972";"0.84";"2019Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2019;"Q2";"todas";"11400";"20646";"10866";"0.55";"2019Q2";"Nordeste"
"RO";"RONDÔNIA";5;2019;"Q2";"todas";"8551";"13446";"6151";"0.64";"2019Q2";"Norte"
"RR";"RORAIMA";5;2019;"Q2";"todas";"2855";"4833";"2402";"0.59";"2019Q2";"Norte"
"RS";"RIO GRANDE DO SUL";5;2019;"Q2";"todas";"38307";"52005";"26681";"0.74";"2019Q2";"Sul"
"SC";"SANTA CATARINA";5;2019;"Q2";"todas";"26252";"56947";"23951";"0.46";"2019Q2";"Sul"
"SE";"SERGIPE";5;2019;"Q2";"todas";"8676";"9372";"8360";"0.93";"2019Q2";"Nordeste"
"SP";"SÃO PAULO";5;2019;"Q2";"todas";"136988";"107841";"90026";"1";"2019Q2";"Sudeste"
"TO";"TOCANTINS";5;2019;"Q2";"todas";"7168";"12827";"6479";"0.56";"2019Q2";"Norte"
"AC";"ACRE";5;2019;"Q3";"todas";"2235";"4184";"3712";"0.53";"2019Q3";"Norte"
"AL";"ALAGOAS";5;2019;"Q3";"todas";"7610";"22957";"10951";"0.33";"2019Q3";"Nordeste"
"AM";"AMAZONAS";5;2019;"Q3";"todas";"13785";"17715";"13434";"0.78";"2019Q3";"Norte"
"AP";"AMAPÁ";5;2019;"Q3";"todas";"699";"1563";"3329";"0.21";"2019Q3";"Norte"
"BA";"BAHIA";5;2019;"Q3";"todas";"23610";"75170";"46989";"0.31";"2019Q3";"Nordeste"
"CE";"CEARÁ";5;2019;"Q3";"todas";"16805";"58302";"33043";"0.29";"2019Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2019;"Q3";"todas";"4339";"19964";"8997";"0.22";"2019Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2019;"Q3";"todas";"4877";"17016";"10492";"0.29";"2019Q3";"Sudeste"
"GO";"GOIÁS";5;2019;"Q3";"todas";"8437";"27914";"20406";"0.3";"2019Q3";"Centro-Oeste"
"MA";"MARANHÃO";5;2019;"Q3";"todas";"6312";"30849";"28684";"0.2";"2019Q3";"Nordeste"
"MG";"MINAS GERAIS";5;2019;"Q3";"todas";"30569";"125312";"61691";"0.24";"2019Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2019;"Q3";"todas";"8026";"19650";"10793";"0.41";"2019Q3";"Centro-Oeste"
"MT";"MATO GROSSO";5;2019;"Q3";"todas";"7391";"28304";"11250";"0.26";"2019Q3";"Centro-Oeste"
"PA";"PARÁ";5;2019;"Q3";"todas";"15234";"29149";"29982";"0.51";"2019Q3";"Norte"
"PB";"PARAÍBA";5;2019;"Q3";"todas";"7962";"29338";"15179";"0.27";"2019Q3";"Nordeste"
"PE";"PERNAMBUCO";5;2019;"Q3";"todas";"16154";"58344";"31423";"0.28";"2019Q3";"Nordeste"
"PI";"PIAUÍ";5;2019;"Q3";"todas";"5210";"25547";"13350";"0.2";"2019Q3";"Nordeste"
"PR";"PARANÁ";5;2019;"Q3";"todas";"25778";"72450";"34167";"0.36";"2019Q3";"Sul"
"RJ";"RIO DE JANEIRO";5;2019;"Q3";"todas";"22887";"50228";"42867";"0.46";"2019Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2019;"Q3";"todas";"5048";"20821";"10610";"0.24";"2019Q3";"Nordeste"
"RO";"RONDÔNIA";5;2019;"Q3";"todas";"5996";"13485";"6048";"0.44";"2019Q3";"Norte"
"RR";"RORAIMA";5;2019;"Q3";"todas";"1086";"4563";"2444";"0.24";"2019Q3";"Norte"
"RS";"RIO GRANDE DO SUL";5;2019;"Q3";"todas";"16650";"51393";"27631";"0.32";"2019Q3";"Sul"
"SC";"SANTA CATARINA";5;2019;"Q3";"todas";"7728";"54318";"24231";"0.14";"2019Q3";"Sul"
"SE";"SERGIPE";5;2019;"Q3";"todas";"5492";"10649";"8455";"0.52";"2019Q3";"Nordeste"
"SP";"SÃO PAULO";5;2019;"Q3";"todas";"82036";"112041";"90187";"0.73";"2019Q3";"Sudeste"
"TO";"TOCANTINS";5;2019;"Q3";"todas";"3571";"13177";"6544";"0.27";"2019Q3";"Norte"
"AC";"ACRE";5;2020;"Q1";"todas";"2137";"3786";"3715";"0.56";"2020Q1";"Norte"
"AL";"ALAGOAS";5;2020;"Q1";"todas";"7644";"19597";"10964";"0.39";"2020Q1";"Nordeste"
"AM";"AMAZONAS";5;2020;"Q1";"todas";"11114";"17406";"14197";"0.64";"2020Q1";"Norte"
"AP";"AMAPÁ";5;2020;"Q1";"todas";"1138";"1698";"3512";"0.32";"2020Q1";"Norte"
"BA";"BAHIA";5;2020;"Q1";"todas";"26973";"66568";"48784";"0.41";"2020Q1";"Nordeste"
"CE";"CEARÁ";5;2020;"Q1";"todas";"19753";"52777";"33154";"0.37";"2020Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2020;"Q1";"todas";"8453";"17526";"9754";"0.48";"2020Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2020;"Q1";"todas";"11354";"14474";"11735";"0.78";"2020Q1";"Sudeste"
"GO";"GOIÁS";5;2020;"Q1";"todas";"13705";"24752";"20843";"0.55";"2020Q1";"Centro-Oeste"
"MA";"MARANHÃO";5;2020;"Q1";"todas";"9626";"30687";"28867";"0.31";"2020Q1";"Nordeste"
"MG";"MINAS GERAIS";5;2020;"Q1";"todas";"48051";"112110";"62701";"0.43";"2020Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2020;"Q1";"todas";"8322";"18085";"11134";"0.46";"2020Q1";"Centro-Oeste"
"MT";"MATO GROSSO";5;2020;"Q1";"todas";"10317";"25383";"11448";"0.41";"2020Q1";"Centro-Oeste"
"PA";"PARÁ";5;2020;"Q1";"todas";"14964";"29856";"30244";"0.49";"2020Q1";"Norte"
"PB";"PARAÍBA";5;2020;"Q1";"todas";"7679";"25078";"15177";"0.31";"2020Q1";"Nordeste"
"PE";"PERNAMBUCO";5;2020;"Q1";"todas";"19033";"51185";"31866";"0.37";"2020Q1";"Nordeste"
"PI";"PIAUÍ";5;2020;"Q1";"todas";"6796";"22155";"13350";"0.31";"2020Q1";"Nordeste"
"PR";"PARANÁ";5;2020;"Q1";"todas";"25765";"61989";"36007";"0.42";"2020Q1";"Sul"
"RJ";"RIO DE JANEIRO";5;2020;"Q1";"todas";"23221";"46203";"44316";"0.5";"2020Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2020;"Q1";"todas";"6116";"18090";"11024";"0.34";"2020Q1";"Nordeste"
"RO";"RONDÔNIA";5;2020;"Q1";"todas";"4960";"11486";"6256";"0.43";"2020Q1";"Norte"
"RR";"RORAIMA";5;2020;"Q1";"todas";"2190";"3623";"2508";"0.6";"2020Q1";"Norte"
"RS";"RIO GRANDE DO SUL";5;2020;"Q1";"todas";"25168";"44418";"29356";"0.57";"2020Q1";"Sul"
"SC";"SANTA CATARINA";5;2020;"Q1";"todas";"16162";"45149";"24756";"0.36";"2020Q1";"Sul"
"SE";"SERGIPE";5;2020;"Q1";"todas";"5246";"11038";"8503";"0.48";"2020Q1";"Nordeste"
"SP";"SÃO PAULO";5;2020;"Q1";"todas";"121630";"106681";"97794";"1";"2020Q1";"Sudeste"
"TO";"TOCANTINS";5;2020;"Q1";"todas";"5422";"11479";"6561";"0.47";"2020Q1";"Norte"
"AC";"ACRE";5;2020;"Q2";"todas";"2866";"3279";"3579";"0.8";"2020Q2";"Norte"
"AL";"ALAGOAS";5;2020;"Q2";"todas";"10400";"17360";"10900";"0.6";"2020Q2";"Nordeste"
"AM";"AMAZONAS";5;2020;"Q2";"todas";"16028";"18521";"14369";"0.87";"2020Q2";"Norte"
"AP";"AMAPÁ";5;2020;"Q2";"todas";"1294";"1645";"2919";"0.44";"2020Q2";"Norte"
"BA";"BAHIA";5;2020;"Q2";"todas";"40186";"60861";"45725";"0.66";"2020Q2";"Nordeste"
"CE";"CEARÁ";5;2020;"Q2";"todas";"35270";"49013";"32880";"0.72";"2020Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2020;"Q2";"todas";"11708";"18957";"8521";"0.62";"2020Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2020;"Q2";"todas";"13147";"13563";"11260";"0.97";"2020Q2";"Sudeste"
"GO";"GOIÁS";5;2020;"Q2";"todas";"20391";"28253";"20656";"0.72";"2020Q2";"Centro-Oeste"
"MA";"MARANHÃO";5;2020;"Q2";"todas";"16234";"27308";"28306";"0.57";"2020Q2";"Nordeste"
"MG";"MINAS GERAIS";5;2020;"Q2";"todas";"68851";"115589";"62294";"0.6";"2020Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2020;"Q2";"todas";"11362";"20242";"10100";"0.56";"2020Q2";"Centro-Oeste"
"MT";"MATO GROSSO";5;2020;"Q2";"todas";"11617";"23936";"10946";"0.49";"2020Q2";"Centro-Oeste"
"PA";"PARÁ";5;2020;"Q2";"todas";"22315";"29007";"24890";"0.77";"2020Q2";"Norte"
"PB";"PARAÍBA";5;2020;"Q2";"todas";"12195";"23406";"15141";"0.52";"2020Q2";"Nordeste"
"PE";"PERNAMBUCO";5;2020;"Q2";"todas";"29294";"47224";"29569";"0.62";"2020Q2";"Nordeste"
"PI";"PIAUÍ";5;2020;"Q2";"todas";"7748";"17061";"13350";"0.45";"2020Q2";"Nordeste"
"PR";"PARANÁ";5;2020;"Q2";"todas";"38974";"60989";"33345";"0.64";"2020Q2";"Sul"
"RJ";"RIO DE JANEIRO";5;2020;"Q2";"todas";"37209";"63421";"42770";"0.59";"2020Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2020;"Q2";"todas";"9027";"16390";"10944";"0.55";"2020Q2";"Nordeste"
"RO";"RONDÔNIA";5;2020;"Q2";"todas";"6845";"10389";"5875";"0.66";"2020Q2";"Norte"
"RR";"RORAIMA";5;2020;"Q2";"todas";"2737";"2947";"2478";"0.93";"2020Q2";"Norte"
"RS";"RIO GRANDE DO SUL";5;2020;"Q2";"todas";"32675";"47686";"28590";"0.69";"2020Q2";"Sul"
"SC";"SANTA CATARINA";5;2020;"Q2";"todas";"22618";"47904";"24388";"0.47";"2020Q2";"Sul"
"SE";"SERGIPE";5;2020;"Q2";"todas";"7041";"10134";"8332";"0.69";"2020Q2";"Nordeste"
"SP";"SÃO PAULO";5;2020;"Q2";"todas";"151060";"121470";"90898";"1";"2020Q2";"Sudeste"
"TO";"TOCANTINS";5;2020;"Q2";"todas";"6166";"10464";"6542";"0.59";"2020Q2";"Norte"
"AC";"ACRE";5;2020;"Q3";"todas";"3519";"3742";"3816";"0.92";"2020Q3";"Norte"
"AL";"ALAGOAS";5;2020;"Q3";"todas";"12589";"19514";"10926";"0.65";"2020Q3";"Nordeste"
"AM";"AMAZONAS";5;2020;"Q3";"todas";"19062";"20523";"14944";"0.93";"2020Q3";"Norte"
"AP";"AMAPÁ";5;2020;"Q3";"todas";"2172";"1210";"2919";"0.74";"2020Q3";"Norte"
"BA";"BAHIA";5;2020;"Q3";"todas";"47788";"67920";"45894";"0.7";"2020Q3";"Nordeste"
"CE";"CEARÁ";5;2020;"Q3";"todas";"35297";"55748";"32897";"0.63";"2020Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";5;2020;"Q3";"todas";"11061";"19897";"8521";"0.56";"2020Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";5;2020;"Q3";"todas";"15614";"18054";"12201";"0.86";"2020Q3";"Sudeste"
"GO";"GOIÁS";5;2020;"Q3";"todas";"27113";"28828";"20671";"0.94";"2020Q3";"Centro-Oeste"
"MA";"MARANHÃO";5;2020;"Q3";"todas";"21066";"26293";"28422";"0.74";"2020Q3";"Nordeste"
